nameOfIssuer	titleOfClass	cusip	value	sshPrnamt	sshPrnamtType	investmentDiscretion	Sole	Shared	None	otherManager	putCall
AMPHENOL CORP NEW	CL A	032095101	12625	187876	SH	SOLE	0	0	187876	2	n/a
AMPIO PHARMACEUTICALS INC	COM	03209T109	19	21025	SH	SOLE	21025	0	0	n/a	n/a
AMPLIFY SNACK BRANDS	COM	03211L102	135	15355	SH	SOLE	15355	0	0	n/a	n/a
AMTECH SYS INC	COM PAR $0.01N	032332504	9	2148	SH	SOLE	2148	0	0	n/a	n/a
AMTRUST FINL SVCS INC	COM	032359309	1567	57232	SH	SOLE	57232	0	0	n/a	n/a
AMYRIS INC	COM	03236M101	6	8820	SH	SOLE	8820	0	0	n/a	n/a
ANADARKO PETE CORP	COM	032511107	464341	6659124	SH	SOLE	6653436	0	5688	n/a	n/a
ANADARKO PETE CORP	COM	032511107	13512	193771	SH	SOLE	0	0	193771	2	n/a
ANALOG DEVICES INC	COM	032654105	10077	138762	SH	SOLE	138762	0	0	n/a	n/a
ANALOG DEVICES INC	COM	032654105	12770	175850	SH	SOLE	0	0	175850	2	n/a
ANALOGIC CORP	COM PAR $0.05	032657207	544	6557	SH	SOLE	6557	0	0	n/a	n/a
ANAVEX LIFE SCIENCES CORP	COM NEW	032797300	81	20526	SH	SOLE	20526	0	0	n/a	n/a
ANDERSONS INC	COM	034164103	622	13905	SH	SOLE	13905	0	0	n/a	n/a
ANGIES LIST INC	COM	034754101	164	19987	SH	SOLE	19987	0	0	n/a	n/a
ANGIODYNAMICS INC	COM	03475V101	250	14822	SH	SOLE	14822	0	0	n/a	n/a
ANHEUSER BUSCH INBEV SA/NV	SPONSORED ADR	03524A108	28848	273592	SH	SOLE	273592	0	0	n/a	n/a
ANI PHARMACEUTICALS INC	COM	00182C103	249	4111	SH	SOLE	4111	0	0	n/a	n/a
ANIKA THERAPEUTICS INC	COM	035255108	406	8291	SH	SOLE	8291	0	0	n/a	n/a
ANIXTER INTL INC	COM	035290105	4631	57137	SH	SOLE	57137	0	0	n/a	n/a
ANNALY CAP MGMT INC	COM	035710409	5902	591960	SH	SOLE	591960	0	0	n/a	n/a
ANNALY CAP MGMT INC	COM	035710409	3388	339783	SH	SOLE	0	0	339783	2	n/a
ANSYS INC	COM	03662Q105	4946	53472	SH	SOLE	53472	0	0	n/a	n/a
ANSYS INC	COM	03662Q105	2797	30236	SH	SOLE	0	0	30236	2	n/a
ANTARES PHARMA INC	COM	036642106	61	26095	SH	SOLE	26095	0	0	n/a	n/a
ANTERO MIDSTREAM PARTNERS LP	UNT LTD PARTN	03673L103	10232	331334	SH	SOLE	331334	0	0	n/a	n/a
ANTERO RES CORP	COM	03674X106	3012	127357	SH	SOLE	122917	0	4440	n/a	n/a
ANTERO RES CORP	COM	03674X106	2635	111414	SH	SOLE	0	0	111414	2	n/a
ANTHEM INC	COM	036752103	1425	9910	SH	OTR	0	9910	0	n/a	n/a
ANTHEM INC	COM	036752103	662109	4605333	SH	SOLE	4605333	0	0	n/a	n/a
ANTHEM INC	COM	036752103	21884	152214	SH	SOLE	9400	0	142814	2	n/a
ANTHEM INC	UNIT 05/01/20188	036752202	123512	2630704	SH	SOLE	2630704	0	0	n/a	n/a
ANTHERA PHARMACEUTICALS INC	COM NEW	03674U201	12	17813	SH	SOLE	17813	0	0	n/a	n/a
ANWORTH MORTGAGE ASSET CP	COM	037347101	264	51154	SH	SOLE	51154	0	0	n/a	n/a
AON PLC	SHS CL A	G0408V102	1476	13231	SH	OTR	0	13231	0	n/a	n/a
AON PLC	SHS CL A	G0408V102	1214	10881	SH	SOLE	10881	0	0	n/a	n/a
AON PLC	SHS CL A	G0408V102	17472	156653	SH	SOLE	0	0	156653	2	n/a
APACHE CORP	COM	037411105	248922	3921892	SH	SOLE	3921892	0	0	n/a	n/a
APACHE CORP	COM	037411105	9801	154416	SH	SOLE	0	0	154416	2	n/a
APARTMENT INVT & MGMT CO	CL A	03748R101	7700	169406	SH	SOLE	169406	0	0	n/a	n/a
APOGEE ENTERPRISES INC	COM	037598109	13530	252614	SH	SOLE	252614	0	0	n/a	n/a
APOLLO COML REAL EST FIN INC	COM	03762U105	636	38249	SH	SOLE	38249	0	0	n/a	n/a
APOLLO ED GROUP INC	CL A	037604105	490	49526	SH	SOLE	49526	0	0	n/a	n/a
APPFOLIO INC	COM CL A	03783C100	64	2703	SH	SOLE	2703	0	0	n/a	n/a
APPLE HOSPITALITY REIT INC	COM NEW	03784Y200	4635	231972	SH	SOLE	231972	0	0	n/a	n/a
APPLE INC	COM	037833100	1458209	12590301	SH	SOLE	12564446	0	25855	n/a	n/a
APPLE INC	COM	037833100	304563	2629625	SH	SOLE	16404	0	2613221	2	n/a
APPLIED DNA SCIENCES INC	*W EXP 11/21/201	03815U110	13	26824	SH	OTR	26824	0	0	n/a	n/a
APPLIED DNA SCIENCES INC	COM NEW	03815U201	13	6764	SH	SOLE	6764	0	0	n/a	n/a
APPLIED GENETIC TECHNOL CORP	COM	03820J100	1013	108364	SH	SOLE	108364	0	0	n/a	n/a
APPLIED INDL TECHNOLOGIES IN	COM	03820C105	9159	154187	SH	SOLE	154187	0	0	n/a	n/a
APPLIED MATLS INC	COM	038222105	28250	875412	SH	SOLE	875412	0	0	n/a	n/a
APPLIED MATLS INC	COM	038222105	18499	573255	SH	SOLE	0	0	573255	2	n/a
APPLIED MICRO CIRCUITS CORP	COM NEW	03822W406	371	44944	SH	SOLE	44944	0	0	n/a	n/a
APPLIED OPTOELECTRONICS INC	COM	03823U102	203	8669	SH	SOLE	8669	0	0	n/a	n/a
APPROACH RESOURCES INC	COM	03834A103	35	10436	SH	SOLE	10436	0	0	n/a	n/a
APPTIO INC	CL A	03835C108	50	2685	SH	SOLE	2685	0	0	n/a	n/a
APRICUS BIOSCIENCES INC	COM NEW	03832V307	2	1237	SH	SOLE	1237	0	0	n/a	n/a
APTARGROUP INC	COM	038336103	2691	36638	SH	SOLE	36638	0	0	n/a	n/a
APTEVO THERAPEUTICS INC	COM	03835L108	122	50150	SH	SOLE	50150	0	0	n/a	n/a
AQUA AMERICA INC	COM	03836W103	3129	104177	SH	SOLE	104177	0	0	n/a	n/a
AQUA METALS INC	COM	03837J101	74	5627	SH	SOLE	5627	0	0	n/a	n/a
AQUAVENTURE HLDGS LTD	SHS	G0443N107	68	2758	SH	SOLE	2758	0	0	n/a	n/a
AQUINOX PHARMACEUTICALS INC	COM	03842B101	7194	435750	SH	SOLE	435750	0	0	n/a	n/a
AQUINOX PHARMACEUTICALS INC	COM	03842B101	3178	192480	SH	SOLE	192480	0	0	2	n/a
ARAMARK	COM	03852U106	27310	764551	SH	SOLE	727710	0	36841	n/a	n/a
ARAMARK	COM	03852U106	6420	179735	SH	SOLE	0	0	179735	2	n/a
ARATANA THERAPEUTICS INC	COM	03874P101	442	61529	SH	SOLE	61529	0	0	n/a	n/a
ARBOR RLTY TR INC	COM	038923108	200	26748	SH	SOLE	26748	0	0	n/a	n/a
ARC DOCUMENT SOLUTIONS INC	COM	00191G103	2603	512398	SH	SOLE	512398	0	0	n/a	n/a
ARCBEST CORP	COM	03937C105	5931	214519	SH	SOLE	214519	0	0	n/a	n/a
ARCH CAP GROUP LTD	ORD	G0450A105	9452	109537	SH	SOLE	109537	0	0	n/a	n/a
ARCH CAP GROUP LTD	ORD	G0450A105	8352	96787	SH	SOLE	0	0	96787	2	n/a
ARCH COAL INC	CL A	039380407	291	3734	SH	SOLE	3734	0	0	n/a	n/a
ARCHER DANIELS MIDLAND CO	COM	039483102	2445	53551	SH	SOLE	53551	0	0	n/a	n/a
ARCHER DANIELS MIDLAND CO	COM	039483102	14829	324843	SH	SOLE	0	0	324843	2	n/a
ARCHROCK INC	COM	03957W106	481	36403	SH	SOLE	36403	0	0	n/a	n/a
ARCONIC INC	COM	03965L100	760	40971	SH	OTR	0	40971	0	n/a	n/a
ARCONIC INC	COM	03965L100	3681	198558	SH	SOLE	198558	0	0	n/a	n/a
ARCONIC INC	COM	03965L100	3951	213127	SH	SOLE	0	0	213127	2	n/a
ARCOS DORADOS HOLDINGS INC	SHS CLASS -A -	G0457F107	5030	931452	SH	SOLE	931452	0	0	n/a	n/a
ARCOS DORADOS HOLDINGS INC	SHS CLASS -A -	G0457F107	218	40430	SH	SOLE	0	0	40430	2	n/a
ARCTIC CAT INC	COM	039670104	103	6838	SH	SOLE	6838	0	0	n/a	n/a
ARDELYX INC	COM	039697107	1027	72350	SH	SOLE	72350	0	0	n/a	n/a
ARDMORE SHIPPING CORP	COM	Y0207T100	124	16751	SH	SOLE	16751	0	0	n/a	n/a
ARENA PHARMACEUTICALS INC	COM	040047102	358	252054	SH	SOLE	252054	0	0	n/a	n/a
ARES COML REAL ESTATE CORP	COM	04013V108	369	26856	SH	SOLE	26856	0	0	n/a	n/a
ARES MGMT L P	COM UNIT RP IN	04014Y101	4020	209384	SH	SOLE	209384	0	0	n/a	n/a
ARGAN INC	COM	04010E109	489	6927	SH	SOLE	6927	0	0	n/a	n/a
ARGO GROUP INTL HLDGS LTD	COM	G0464B107	4842	73474	SH	SOLE	73474	0	0	n/a	n/a
ARGOS THERAPEUTICS INC	COM	040221103	29	5941	SH	SOLE	5941	0	0	n/a	n/a
ARIAD PHARMACEUTICALS INC	COM	04033A100	2439	196087	SH	SOLE	196087	0	0	n/a	n/a
ARISTA NETWORKS INC	COM	040413106	2271	23464	SH	SOLE	23464	0	0	n/a	n/a
ARLINGTON ASSET INVT CORP	CL A NEW	041356205	96	6491	SH	SOLE	6491	0	0	n/a	n/a
ARMADA HOFFLER PPTYS INC	COM	04208T108	316	21673	SH	SOLE	21673	0	0	n/a	n/a
ARMOUR RESIDENTIAL REIT INC	COM NEW	042315507	429	19791	SH	SOLE	19791	0	0	n/a	n/a
ARMSTRONG FLOORING INC	COM	04238R106	249	12494	SH	SOLE	12494	0	0	n/a	n/a
ARMSTRONG WORLD INDS INC NEW	COM	04247X102	1119	26763	SH	SOLE	26763	0	0	n/a	n/a
ARQULE INC	COM	04269E107	19	14883	SH	SOLE	14883	0	0	n/a	n/a
ARRAY BIOPHARMA INC	COM	04269X105	790	89909	SH	SOLE	89909	0	0	n/a	n/a
ARRIS INTL INC	SHS	G0551A103	3380	112169	SH	SOLE	112169	0	0	n/a	n/a
ARROW ELECTRS INC	COM	042735100	9071	127229	SH	SOLE	127229	0	0	n/a	n/a
ARROW ELECTRS INC	COM	042735100	5201	72945	SH	SOLE	0	0	72945	2	n/a
ARROW FINL CORP	COM	042744102	287	7079	SH	SOLE	7079	0	0	n/a	n/a
ARROWHEAD PHARMACEUTICALS IN	COM	04280A100	50	32542	SH	SOLE	32542	0	0	n/a	n/a
ARTESIAN RESOURCES CORP	CL A	043113208	126	3945	SH	SOLE	3945	0	0	n/a	n/a
ARTISAN PARTNERS ASSET MGMT	CL A	04316A108	672	22596	SH	SOLE	22596	0	0	n/a	n/a
ASBURY AUTOMOTIVE GROUP INC	COM	043436104	2077	33657	SH	SOLE	33657	0	0	n/a	n/a
ASCENA RETAIL GROUP INC	COM	04351G101	564	91094	SH	SOLE	91094	0	0	n/a	n/a
ASCENT CAP GROUP INC	COM SER A	043632108	109	6703	SH	SOLE	6703	0	0	n/a	n/a
ASHFORD HOSPITALITY PRIME IN	COM	044102101	469	34341	SH	SOLE	34341	0	0	n/a	n/a
ASHFORD HOSPITALITY TR INC	COM SHS	044103109	994	128060	SH	SOLE	128060	0	0	n/a	n/a
ASHFORD INC	COM	044104107	17	394	SH	SOLE	394	0	0	n/a	n/a
ASHLAND GLOBAL HLDGS INC	COM	044186104	4064	37184	SH	SOLE	37184	0	0	n/a	n/a
ASHLAND GLOBAL HLDGS INC	COM	044186104	4579	41898	SH	SOLE	0	0	41898	2	n/a
ASML HOLDING N V	N Y REGISTRY SHS	N07059210	117622	1048322	SH	SOLE	1048322	0	0	n/a	n/a
ASPEN AEROGELS INC	COM	04523Y105	318	76976	SH	SOLE	76976	0	0	n/a	n/a
ASPEN INSURANCE HOLDINGS LTD	SHS	G05384105	1921	34935	SH	SOLE	34935	0	0	n/a	n/a
ASPEN TECHNOLOGY INC	COM	045327103	10418	190535	SH	SOLE	190535	0	0	n/a	n/a
ASSEMBLY BIOSCIENCES INC	COM	045396108	33	2704	SH	SOLE	2704	0	0	n/a	n/a
ASSOCIATED BANC CORP	COM	045487105	2151	87096	SH	SOLE	87096	0	0	n/a	n/a
ASSOCIATED BANC CORP	*W EXP 11/21/201	045487113	62	10681	SH	OTR	10681	0	0	n/a	n/a
ASSOCIATED CAP GROUP INC	CL A	045528106	87	2659	SH	SOLE	2659	0	0	n/a	n/a
ASSURANT INC	COM	04621X108	2543	27382	SH	SOLE	27382	0	0	n/a	n/a
ASSURANT INC	COM	04621X108	4921	52998	SH	SOLE	0	0	52998	2	n/a
ASSURED GUARANTY LTD	COM	G0585R106	29582	783208	SH	SOLE	783208	0	0	n/a	n/a
ASTA FDG INC	COM	046220109	15	1501	SH	SOLE	1501	0	0	n/a	n/a
ASTEC INDS INC	COM	046224101	679	10072	SH	SOLE	10072	0	0	n/a	n/a
ASTERIAS BIOTHERAPEUTICS INC	COM SER A	04624N107	36	7827	SH	SOLE	7827	0	0	n/a	n/a
ASTORIA FINL CORP	COM	046265104	909	48715	SH	SOLE	48715	0	0	n/a	n/a
ASTRAZENECA PLC	SPONSORED ADR	046353108	3497	128000	SH	SOLE	128000	0	0	n/a	n/a
ASTRONICS CORP	COM	046433108	368	10878	SH	SOLE	10878	0	0	n/a	n/a
AT HOME GROUP INC	COM	04650Y100	46	3120	SH	SOLE	3120	0	0	n/a	n/a
AT&T INC	COM	00206R102	36003	846526	SH	SOLE	846526	0	0	n/a	n/a
AT&T INC	COM	00206R102	96336	2265128	SH	SOLE	0	0	2265128	2	n/a
ATARA BIOTHERAPEUTICS INC	COM	046513107	165	11615	SH	SOLE	11615	0	0	n/a	n/a
ATENTO S A	SHS	L0427L105	1899	248200	SH	SOLE	248200	0	0	n/a	n/a
ATENTO S A	SHS	L0427L105	76	9900	SH	SOLE	0	0	9900	2	n/a
ATHENAHEALTH INC	COM	04685W103	3598	34216	SH	SOLE	22986	0	11230	n/a	n/a
ATHENE HLDG LTD	CL A	G0684D107	29304	610632	SH	SOLE	610632	0	0	n/a	n/a
ATHERSYS INC	COM	04744L106	69	44974	SH	SOLE	44974	0	0	n/a	n/a
ATKORE INTL GROUP INC	COM	047649108	952	39832	SH	SOLE	39832	0	0	n/a	n/a
ATLANTIC AMERN CORP	COM	048209100	12	2927	SH	SOLE	2927	0	0	n/a	n/a
ATLANTIC CAP BANCSHARES INC	COM	048269203	115	6048	SH	SOLE	6048	0	0	n/a	n/a
ATLANTIC PWR CORP	COM NEW	04878Q863	117	46759	SH	SOLE	46759	0	0	n/a	n/a
ATLANTICA YIELD PLC	SHS	G0751N103	436	22523	SH	SOLE	22523	0	0	n/a	n/a
ATLANTICUS HLDGS CORP	COM	04914Y102	1	251	SH	SOLE	251	0	0	n/a	n/a
ATLAS AIR WORLDWIDE HLDGS IN	COM NEW	049164205	675	12948	SH	SOLE	12948	0	0	n/a	n/a
ATLAS FINANCIAL HOLDINGS INC	SHS NEW	G06207115	76	4237	SH	SOLE	4237	0	0	n/a	n/a
ATLASSIAN CORP PLC	CL A	G06242104	277	11497	SH	SOLE	11497	0	0	n/a	n/a
ATMOS ENERGY CORP	COM	049560105	4568	61610	SH	SOLE	61610	0	0	n/a	n/a
ATN INTL INC	COM	00215F107	445	5553	SH	SOLE	5553	0	0	n/a	n/a
ATRICURE INC	COM	04963C209	332	16955	SH	SOLE	16955	0	0	n/a	n/a
ATRION CORP	COM	049904105	362	713	SH	SOLE	713	0	0	n/a	n/a
ATWOOD OCEANICS INC	COM	050095108	420	31963	SH	SOLE	31963	0	0	n/a	n/a
ATYR PHARMA INC	COM	002120103	454	211356	SH	SOLE	211356	0	0	n/a	n/a
AUDENTES THERAPEUTICS INC	COM	05070R104	3539	193724	SH	SOLE	193724	0	0	n/a	n/a
AUDENTES THERAPEUTICS INC	COM	05070R104	181	9897	SH	SOLE	9897	0	0	2	n/a
AUTOBYTEL INC	COM NEW	05275N205	60	4476	SH	SOLE	4476	0	0	n/a	n/a
AUTODESK INC	COM	052769106	60662	819642	SH	SOLE	819642	0	0	n/a	n/a
AUTODESK INC	COM	052769106	7003	94625	SH	SOLE	0	0	94625	2	n/a
AUTOLIV INC	COM	052800109	2035	17981	SH	SOLE	17981	0	0	n/a	n/a
AUTOLIV INC	COM	052800109	6936	61296	SH	SOLE	0	0	61296	2	n/a
AUTOMATIC DATA PROCESSING IN	COM	053015103	2979	28982	SH	SOLE	28982	0	0	n/a	n/a
AUTOMATIC DATA PROCESSING IN	COM	053015103	27192	264568	SH	SOLE	0	0	264568	2	n/a
AUTONATION INC	COM	05329W102	1443	29658	SH	SOLE	29658	0	0	n/a	n/a
AUTONATION INC	COM	05329W102	3842	78968	SH	SOLE	0	0	78968	2	n/a
AUTOZONE INC	COM	053332102	27819	35223	SH	SOLE	33979	0	1244	n/a	n/a
AUTOZONE INC	COM	053332102	11620	14713	SH	SOLE	0	0	14713	2	n/a
AV HOMES INC	COM	00234P102	380	24079	SH	SOLE	24079	0	0	n/a	n/a
AVALONBAY CMNTYS INC	COM	053484101	27056	152730	SH	SOLE	152730	0	0	n/a	n/a
AVALONBAY CMNTYS INC	COM	053484101	11860	66948	SH	SOLE	0	0	66948	2	n/a
AVANGRID INC	COM	05351W103	1204	31791	SH	SOLE	31791	0	0	n/a	n/a
AVEO PHARMACEUTICALS INC	COM	053588109	7	13305	SH	SOLE	13305	0	0	n/a	n/a
AVERY DENNISON CORP	COM	053611109	58720	836225	SH	SOLE	836225	0	0	n/a	n/a
AVERY DENNISON CORP	COM	053611109	5307	75571	SH	SOLE	0	0	75571	2	n/a
AVEXIS INC	COM	05366U100	21056	441153	SH	SOLE	441153	0	0	n/a	n/a
AVEXIS INC	COM	05366U100	2923	61242	SH	SOLE	61242	0	0	2	n/a
AVID TECHNOLOGY INC	COM	05367P100	78	17697	SH	SOLE	17697	0	0	n/a	n/a
AVINGER INC	COM	053734109	28	7534	SH	SOLE	7534	0	0	n/a	n/a
AVIRAGEN THERAPEUTICS INC	COM	053761102	11	9180	SH	SOLE	9180	0	0	n/a	n/a
AVIS BUDGET GROUP	COM	053774105	1826	49782	SH	SOLE	49782	0	0	n/a	n/a
AVISTA CORP	COM	05379B107	2130	53264	SH	SOLE	53264	0	0	n/a	n/a
AVISTA HEALTHCARE PUB ACQ CO	UNIT 99/99/9999	G0726L109	71	7000	SH	OTR	7000	0	0	n/a	n/a
AVNET INC	COM	053807103	8328	174916	SH	SOLE	174916	0	0	n/a	n/a
AVNET INC	COM	053807103	4679	98284	SH	SOLE	0	0	98284	2	n/a
AVON PRODS INC	COM	054303102	2025	401849	SH	SOLE	401849	0	0	n/a	n/a
AVX CORP NEW	COM	002444107	367	23478	SH	SOLE	23478	0	0	n/a	n/a
AXALTA COATING SYS LTD	COM	G0750C108	164311	6040838	SH	SOLE	6040838	0	0	n/a	n/a
AXALTA COATING SYS LTD	COM	G0750C108	3979	146287	SH	SOLE	0	0	146287	2	n/a
AXCELIS TECHNOLOGIES INC	COM NEW	054540208	230	15811	SH	SOLE	15811	0	0	n/a	n/a
AXIS CAPITAL HOLDINGS LTD	SHS	G0692U109	12769	195641	SH	SOLE	195641	0	0	n/a	n/a
AXIS CAPITAL HOLDINGS LTD	SHS	G0692U109	6099	93437	SH	SOLE	0	0	93437	2	n/a
AXOGEN INC	COM	05463X106	127	14119	SH	SOLE	14119	0	0	n/a	n/a
AXOVANT SCIENCES LTD	COM	G0750W104	109	8776	SH	SOLE	8776	0	0	n/a	n/a
AXSOME THERAPEUTICS INC	COM	05464T104	26	3783	SH	SOLE	3783	0	0	n/a	n/a
AZURE PWR GLOBAL LTD	SHS	V0393H103	3718	218682	SH	SOLE	218682	0	0	n/a	n/a
AZURE PWR GLOBAL LTD	SHS	V0393H103	141	8300	SH	SOLE	0	0	8300	2	n/a
AZZ INC	COM	002474104	876	13711	SH	SOLE	13711	0	0	n/a	n/a
B & G FOODS INC NEW	COM	05508R106	1544	35242	SH	SOLE	35242	0	0	n/a	n/a
B RILEY FINL INC	COM	05580M108	62	3373	SH	SOLE	3373	0	0	n/a	n/a
B/E AEROSPACE INC	COM	073302101	3693	61362	SH	SOLE	61362	0	0	n/a	n/a
B/E AEROSPACE INC	COM	073302101	5119	85046	SH	SOLE	0	0	85046	2	n/a
BABCOCK & WILCOX ENTERPRIS I	COM	05614L100	421	25395	SH	SOLE	25395	0	0	n/a	n/a
BADGER METER INC	COM	056525108	582	15738	SH	SOLE	15738	0	0	n/a	n/a
BAIDU INC	SPON ADR REP A	056752108	13234	80494	SH	SOLE	80494	0	0	n/a	n/a
BAKER HUGHES INC	COM	057224107	74014	1139204	SH	SOLE	1139204	0	0	n/a	n/a
BAKER HUGHES INC	COM	057224107	14228	218998	SH	SOLE	0	0	218998	2	n/a
BALCHEM CORP	COM	057665200	1432	17069	SH	SOLE	17069	0	0	n/a	n/a
BALDWIN & LYONS INC	CL B	057755209	184	7299	SH	SOLE	7299	0	0	n/a	n/a
BALL CORP	COM	058498106	5772	76892	SH	SOLE	76892	0	0	n/a	n/a
BALL CORP	COM	058498106	6546	87203	SH	SOLE	0	0	87203	2	n/a
BANC OF CALIFORNIA INC	COM	05990K106	603	34739	SH	SOLE	34739	0	0	n/a	n/a
BANCFIRST CORP	COM	05945F103	396	4261	SH	SOLE	4261	0	0	n/a	n/a
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	14807	1700000	SH	SOLE	1700000	0	0	n/a	n/a
BANCORP INC DEL	COM	05969A105	234	29771	SH	SOLE	29771	0	0	n/a	n/a
BANCORP NEW JERSEY INC NEW	COM	059915108	29	2128	SH	SOLE	2128	0	0	n/a	n/a
BANCORPSOUTH INC	COM	059692103	1418	45674	SH	SOLE	45674	0	0	n/a	n/a
BANK AMER CORP	COM	060505104	5560	251567	SH	OTR	0	251567	0	n/a	n/a
BANK AMER CORP	COM	060505104	1902167	86070919	SH	SOLE	86070919	0	0	n/a	n/a
BANK AMER CORP	COM	060505104	82672	3740808	SH	SOLE	48170	0	3692638	2	n/a
BANK AMER CORP	OPTIONS	060505104	49455	2237800	SH	SOLE	2237800	0	0	n/a	Put
BANK HAWAII CORP	COM	062540109	2252	25396	SH	SOLE	25396	0	0	n/a	n/a
BANK MUTUAL CORP NEW	COM	063750103	204	21638	SH	SOLE	21638	0	0	n/a	n/a
BANK NEW YORK MELLON CORP	COM	064058100	1665	35150	SH	OTR	0	35150	0	n/a	n/a
BANK NEW YORK MELLON CORP	COM	064058100	6642	140177	SH	SOLE	140177	0	0	n/a	n/a
BANK NEW YORK MELLON CORP	COM	064058100	19993	421978	SH	SOLE	0	0	421978	2	n/a
BANK OF MARIN BANCORP	COM	063425102	233	3338	SH	SOLE	3338	0	0	n/a	n/a
BANK OF NT BUTTERFIELD&SON L	SHS NEW	G0772R208	136	4316	SH	SOLE	4316	0	0	n/a	n/a
BANK OF THE OZARKS INC	COM	063904106	9645	183395	SH	SOLE	183395	0	0	n/a	n/a
BANKFINANCIAL CORP	COM	06643P104	145	9815	SH	SOLE	9815	0	0	n/a	n/a
BANKRATE INC DEL	COM	06647F102	1569	141986	SH	SOLE	141986	0	0	n/a	n/a
BANKUNITED INC	COM	06652K103	32653	866363	SH	SOLE	866363	0	0	n/a	n/a
BANKWELL FINL GROUP INC	COM	06654A103	65	2010	SH	SOLE	2010	0	0	n/a	n/a
BANNER CORP	COM NEW	06652V208	1224	21925	SH	SOLE	21925	0	0	n/a	n/a
BAR HBR BANKSHARES	COM	066849100	173	3654	SH	SOLE	3654	0	0	n/a	n/a
BARCLAYS BK PLC	IPATH S&P500 VIX	06740Q252	97	3808	SH	OTR	3808	0	0	n/a	n/a
BARCLAYS BK PLC	OPTIONS	06740Q252	148	5800	SH	OTR	5800	0	0	n/a	Call
BARCLAYS BK PLC	OPTIONS	06740Q252	425	16675	SH	OTR	16675	0	0	n/a	Put
BARCLAYS BK PLC	IPATH S&P MT ETN	06740Q260	57	1640	SH	OTR	1640	0	0	n/a	n/a
BARD C R INC	COM	067383109	123955	551746	SH	SOLE	551746	0	0	n/a	n/a
BARD C R INC	COM	067383109	17371	77322	SH	SOLE	26000	0	51322	2	n/a
BARNES & NOBLE ED INC	COM	06777U101	238	20740	SH	SOLE	20740	0	0	n/a	n/a
BARNES & NOBLE INC	COM	067774109	363	32538	SH	SOLE	32538	0	0	n/a	n/a
BARNES GROUP INC	COM	067806109	1247	26296	SH	SOLE	26296	0	0	n/a	n/a
BARNWELL INDS INC	COM	068221100	8	4904	SH	SOLE	4904	0	0	n/a	n/a
BARRACUDA NETWORKS INC	COM	068323104	542	25306	SH	SOLE	25306	0	0	n/a	n/a
BARRETT BILL CORP	COM	06846N104	1247	178380	SH	SOLE	178380	0	0	n/a	n/a
BARRETT BUSINESS SERVICES IN	COM	068463108	241	3754	SH	SOLE	3754	0	0	n/a	n/a
BARRICK GOLD CORP	COM	067901108	28215	1765630	SH	SOLE	1765630	0	0	n/a	n/a
BASSETT FURNITURE INDS INC	COM	070203104	166	5474	SH	SOLE	5474	0	0	n/a	n/a
BATS GLOBAL MKTS INC	COM	05491G109	158	4726	SH	SOLE	4726	0	0	n/a	n/a
BAXTER INTL INC	COM	071813109	355251	8011971	SH	SOLE	8011971	0	0	n/a	n/a
BAXTER INTL INC	COM	071813109	15472	348939	SH	SOLE	60780	0	288159	2	n/a
BAZAARVOICE INC	COM	073271108	199	41059	SH	SOLE	41059	0	0	n/a	n/a
BB&T CORP	COM	054937107	10174	216376	SH	SOLE	216376	0	0	n/a	n/a
BB&T CORP	COM	054937107	15924	338670	SH	SOLE	0	0	338670	2	n/a
BCB BANCORP INC	COM	055298103	45	3436	SH	SOLE	3436	0	0	n/a	n/a
BCE INC	COM NEW	05534B760	59069	1366063	SH	SOLE	1366063	0	0	n/a	n/a
BEACON ROOFING SUPPLY INC	COM	073685109	3352	72756	SH	SOLE	72756	0	0	n/a	n/a
BEAR ST FINL INC	COM	073844102	109	10691	SH	SOLE	10691	0	0	n/a	n/a
BEASLEY BROADCAST GROUP INC	CL A	074014101	5	784	SH	SOLE	784	0	0	n/a	n/a
BEAZER HOMES USA INC	COM NEW	07556Q881	281	21165	SH	SOLE	21165	0	0	n/a	n/a
BECTON DICKINSON & CO	COM	075887109	290555	1755088	SH	SOLE	1755088	0	0	n/a	n/a
BECTON DICKINSON & CO	COM	075887109	15665	94625	SH	SOLE	0	0	94625	2	n/a
BED BATH & BEYOND INC	COM	075896100	68835	1693781	SH	SOLE	1693781	0	0	n/a	n/a
BED BATH & BEYOND INC	COM	075896100	5288	130127	SH	SOLE	0	0	130127	2	n/a
BEL FUSE INC	CL B	077347300	169	5479	SH	SOLE	5479	0	0	n/a	n/a
BELDEN INC	COM	077454106	1678	22436	SH	SOLE	22436	0	0	n/a	n/a
BELLICUM PHARMACEUTICALS INC	COM	079481107	101	7423	SH	SOLE	7423	0	0	n/a	n/a
BELMOND LTD	CL A	G1154H107	584	43745	SH	SOLE	43745	0	0	n/a	n/a
BEMIS INC	COM	081437105	19687	411699	SH	SOLE	411699	0	0	n/a	n/a
BENCHMARK ELECTRS INC	COM	08160H101	799	26183	SH	SOLE	26183	0	0	n/a	n/a
BENEFICIAL BANCORP INC	COM	08171T102	713	38741	SH	SOLE	38741	0	0	n/a	n/a
BENEFITFOCUS INC	COM	08180D106	209	7028	SH	SOLE	7028	0	0	n/a	n/a
BERKLEY W R CORP	COM	084423102	10309	155000	SH	SOLE	155000	0	0	n/a	n/a
